,investment,company,sector,horizon,amount,Volatility_Buy,Volatility_sell,Sharpe Ratio,expected_return (yearly),PE_ratio,ESG_ranking
34971,1,20,3,60,200,0.12608025162883502,0.11947564461544384,0.12608025162883502,0.012698961647244976,14.07,25.1
34972,0,17,2,10,300,0.4986749728420677,0.4996086217001299,0.4986749728420677,0.007186258868664125,8.94,12.0
34973,0,26,4,720,1000,0.229523215176653,0.48245716003893024,0.229523215176653,0.37302346707119594,15.99,26.3
34974,1,25,4,20,3000,0.36685086716119897,0.36583961438576956,0.36685086716119897,-0.0021642041117543617,16.25,24.8
34975,0,8,1,6,4000,0.24426374117985478,0.24707059389195157,0.24426374117985478,-0.0001507489286793942,11.16,28.5
34976,1,18,3,540,1500,0.1500915163656257,0.11274155521908008,0.1500915163656257,0.09529911981617761,22.29,25.1
34977,0,8,1,50,2000,0.26392062642926756,0.26395395530084464,0.26392062642926756,-0.0012562410723282852,15.38,28.5
34978,1,17,2,360,100,0.37111658228334,0.31375193875631213,0.37111658228334,0.2587053192719085,14.03,12.0
34979,1,25,4,70,10000,0.24014938334473454,0.19362647222176602,0.24014938334473454,-0.007574714391140266,14.36,24.8
34980,0,6,1,70,20000,0.25201828293387873,0.26949874306843224,0.25201828293387873,-0.002296942695237905,5.23,29.7
34981,0,12,2,360,400,0.15916009308505563,0.2371801691697351,0.15916009308505563,0.09570400134204403,13.71,27.3
34983,0,23,4,70,300,0.0,0.0,0.0,0.0022034945952058623,0.0,26.9
34984,1,13,2,3,50000,0.42759499280497654,0.4278498149821069,0.42759499280497654,7.135182898009644e-05,4.33,14.5
34985,1,18,3,100,1000,0.132803866725634,0.15023415339595128,0.132803866725634,0.017647985151144,66.09,25.1
34986,1,16,2,5,300,0.176009022771883,0.1773276402969603,0.176009022771883,0.0022934347276242794,24.35,22.3
34987,0,20,3,120,200,0.11800505134134262,0.12582274378913602,0.11800505134134262,0.025397923294489953,22.99,25.1
34988,0,10,1,420,400,0.1285993783127512,0.12971734151393172,0.1285993783127512,-0.12188783835802189,0.0,30.3
34989,1,19,3,660,50,0.13903022480520505,0.3415097529963281,0.13903022480520505,0.14357898197826247,31.49,17.6
34990,1,8,1,300,3000,0.25839965313156243,0.2476938525600751,0.25839965313156243,-0.007537446433969711,11.16,28.5
34991,1,23,4,30,2000,0.48977932396316826,0.4758432617993371,0.48977932396316826,0.0009443548265167981,5.8,26.9
34993,1,2,0,330,200,0.21404203131927527,0.23771682515739156,0.21404203131927527,0.19731054367935272,13.96,14.7
34994,1,21,3,7,100,0.37124916147401604,0.3668608852457302,0.37124916147401604,-0.0011842541365023438,38.61,20.5
34995,0,7,1,4,20000,0.243504348379712,0.2446587106564801,0.243504348379712,0.0004480265149753473,4.73,30.6
34996,0,17,2,270,5000,0.3137128881433247,0.3346918024793964,0.3137128881433247,0.19402898945393138,19.51,12.0
34997,0,7,1,50,50,0.24898344903014233,0.24602949753304507,0.24898344903014233,0.005600331437191841,9.07,30.6
34998,1,26,4,150,10000,0.2721018004055385,0.2356430801732356,0.2721018004055385,0.07771322230649914,13.78,26.3
35000,1,5,0,210,400,0.2375634375148203,0.2597156853615981,0.2375634375148203,0.2837112405446132,18.37,12.9
35001,1,4,0,20,5000,0.24990806216870529,0.24696748658015638,0.24990806216870529,0.0165270535681106,79.82,31.6
35002,1,18,3,2,100,0.14576771297889915,0.14558059616230473,0.14576771297889915,0.00035295970302288006,19.34,25.1
35003,1,2,0,5,4000,0.25162194864719306,0.25114277615285463,0.25162194864719306,0.002989553692111405,10.66,14.7
35004,0,13,2,480,5000,0.22264089759977523,0.3556364305495732,0.22264089759977523,0.011416292636815432,11.07,14.5
35005,1,12,2,70,10000,0.21397773557406793,0.2129441205058735,0.21397773557406793,0.018609111372064117,12.95,27.3
35006,1,23,4,300,4000,0.5321950052628259,0.27557985247421624,0.5321950052628259,0.009443548265167983,5.8,26.9
35007,1,17,2,150,1500,0.3823531098445705,0.35563590378804266,0.3823531098445705,0.10779388302996187,14.03,12.0
35008,1,27,4,4,300,0.2776020598727903,0.27634114754836453,0.2776020598727903,0.001666429786924793,9.22,27.9
35009,1,2,0,540,1500,0.2331646358456506,0.23058403770356806,0.2331646358456506,0.32287179874803174,15.14,14.7
35010,0,24,4,720,50,0.3164607377280028,0.35208472458692985,0.3164607377280028,-0.27800164565517865,0.0,30.0
35012,1,3,0,540,500,0.30256254777055036,0.15487550094948474,0.30256254777055036,0.28313521436697187,26.82,22.8
35013,1,26,4,330,300,0.2092102449056806,0.20894586662133036,0.2092102449056806,0.17096908907429811,21.72,26.3
35014,1,16,2,240,300,0.15214703858870385,0.19033518280817568,0.15214703858870385,0.1100848669259654,24.18,22.3
35015,1,8,1,30,400,0.17659852042597574,0.1841133176739717,0.17659852042597574,-0.0007537446433969711,4.92,28.5
35016,1,20,3,600,20000,0.1365165005710153,0.13354585314402725,0.1365165005710153,0.12698961647244977,27.12,25.1
35017,1,7,1,80,500,0.24884570289285862,0.24352024089932,0.24884570289285862,0.008960530299506945,9.07,30.6
35018,1,8,1,240,3000,0.16048806492616852,0.15928968994891263,0.16048806492616852,-0.006029957147175769,7.51,28.5
35019,0,22,4,30,50000,0.19075977566211808,0.1955628186638898,0.19075977566211808,0.012101250371573528,12.5,19.8
35020,1,9,1,330,1000,0.45396104270809057,0.33873464093547545,0.45396104270809057,0.46628270241796044,0.0,31.1
35021,1,2,0,330,20000,0.26906959739005937,0.2580075542445474,0.26906959739005937,0.19731054367935272,26.98,14.7
35022,1,16,2,300,15000,0.18490808443976836,0.1709465314338723,0.18490808443976836,0.13760608365745677,25.59,22.3
35023,1,27,4,240,2000,0.19815672455724875,0.2037456281914506,0.19815672455724875,0.09998578721548758,12.76,27.9
35024,0,3,0,20,5000,0.29907947672445384,0.2986210102218134,0.29907947672445384,0.01048648942099896,31.38,22.8
35025,1,6,1,270,15000,0.22735534723703774,0.2645460310569184,0.22735534723703774,-0.008859636110203349,6.5,29.7
35027,0,14,2,30,4000,0.19698625780604187,0.19257180226592588,0.19698625780604187,0.009379847875263048,0.0,14.8
35029,1,5,0,4,4000,0.35346483490835634,0.3535494676088961,0.35346483490835634,0.005404023629421204,35.53,12.9
35030,1,27,4,180,2000,0.19682728511273828,0.1744359110702135,0.19682728511273828,0.07498934041161569,12.09,27.9
35031,0,26,4,7,15000,0.21371395598527318,0.21493167558944276,0.21371395598527318,0.0036266170409699604,15.98,26.3
35032,0,25,4,7,4000,0.2518101969602094,0.24963777683346133,0.2518101969602094,-0.0007574714391140266,14.62,24.8
35033,1,1,0,7,300,0.2738932598303582,0.2729606728470221,0.2738932598303582,0.006305517987355361,687.57,27.4
35034,0,16,2,15,1500,0.20555451490747473,0.2023756401261864,0.20555451490747473,0.006880304182872838,27.02,22.3
35035,0,24,4,270,15000,0.33277852054224777,0.4998228930028843,0.33277852054224777,-0.10425061712069199,0.0,30.0
35036,0,1,0,90,10000,0.33196417353762675,0.32667103183068175,0.33196417353762675,0.08107094555171176,0.0,27.4
35037,1,18,3,210,300,0.13456915471369169,0.15156344782415992,0.13456915471369169,0.037060768817402404,18.45,25.1
35038,0,10,1,540,3000,0.1880377854676425,0.19275508577156297,0.1880377854676425,-0.1567129350317424,0.0,30.3
35039,0,27,4,180,300,0.19103652522946135,0.22648760219749442,0.19103652522946135,0.07498934041161569,10.41,27.9
35040,1,26,4,15,10000,0.26547306327218884,0.23689404131978278,0.26547306327218884,0.007771322230649915,13.38,26.3
35041,0,24,4,270,1000,0.29310663374599266,0.40108716628045227,0.29310663374599266,-0.10425061712069199,26.28,30.0
35044,1,9,1,540,300,0.3873134828097615,0.33716192703276754,0.3873134828097615,0.7630080585021171,0.0,31.1
35045,0,25,4,20,2000,0.2823120651361974,0.29483163250567296,0.2823120651361974,-0.0021642041117543617,11.07,24.8
35047,1,14,2,120,15000,0.25883250037486794,0.284751216355857,0.25883250037486794,0.03751939150105219,10.27,14.8
35048,1,9,1,7,1000,0.3931853982859161,0.3916921930380904,0.3931853982859161,0.009890845202805223,0.0,31.1
35049,0,3,0,6,25000,0.206694784562241,0.20743064626785696,0.206694784562241,0.0031459468262996877,0.0,22.8
35052,1,18,3,420,400,0.14238928237431,0.14551093449682956,0.14238928237431,0.07412153763480481,21.66,25.1
35053,1,3,0,480,50,0.20417726635943645,0.21282119535583666,0.20417726635943645,0.25167574610397503,27.73,22.8
35054,1,5,0,7,500,0.48724802297939523,0.4901619920722854,0.48724802297939523,0.009457041351487108,45.63,12.9
35055,1,5,0,6,400,0.21649669771554172,0.21664436793745395,0.21649669771554172,0.008106035444131805,20.66,12.9
35056,0,25,4,360,400,0.18782584812523764,0.22480615484852454,0.18782584812523764,-0.03895567401157851,43.55,24.8
35058,1,6,1,6,25000,0.258172693046015,0.25907441145863014,0.258172693046015,-0.0001968808024489633,4.88,29.7
35059,0,15,2,150,1000,0.22399377832810832,0.28832946955954153,0.22399377832810832,0.002816948927737043,13.03,12.9
35061,1,18,3,150,10000,0.12194371755282,0.10196882209773052,0.12194371755282,0.026471977726716,41.65,25.1
35062,0,14,2,5,100,0.1622677335832185,0.16250492693501467,0.1622677335832185,0.001563307979210508,14.84,14.8
35063,1,9,1,50,200,0.47348951108002524,0.553224044489747,0.47348951108002524,0.07064889430575158,0.0,31.1
35065,1,2,0,300,20000,0.23773777631198442,0.27040149670904484,0.23773777631198442,0.17937322152668428,27.33,14.7
35066,0,11,1,50,2000,0.25980385246321813,0.25751495711362876,0.25980385246321813,0.006105319051437137,13.32,16.3
35067,1,0,0,540,15000,0.303041291705902,0.21824288616607,0.303041291705902,0.3635932838820974,12.41,16.5
35069,1,4,0,240,25000,0.3186803523056337,0.20193900588706257,0.3186803523056337,0.19832464281732717,54.94,31.6
35070,1,3,0,30,20000,0.16292250954988025,0.1540955427319231,0.16292250954988025,0.01572973413149844,28.08,22.8
35071,0,23,4,10,5000,0.0,0.0,0.0,0.00031478494217226607,0.0,26.9
35072,0,0,0,50,300,0.2922621353818232,0.25606162243713776,0.2922621353818232,0.033666044803897906,12.41,16.5
35073,1,7,1,20,1000,0.21631448984379958,0.22556360535496672,0.21631448984379958,0.002240132574876736,0.0,30.6
35074,1,23,4,420,100,0.3399255019816641,0.28002414424132716,0.3399255019816641,0.013220967571235174,6.09,26.9
35075,0,6,1,480,200,0.21427287924531047,0.2840759504690993,0.21427287924531047,-0.015750464195917063,15.5,29.7
35076,1,14,2,720,3000,0.258935418435268,0.27516587576127316,0.258935418435268,0.22511634900631314,10.27,14.8
35077,0,7,1,300,50000,0.24490596222166278,0.2414614408333659,0.24490596222166278,0.033601988623151044,4.73,30.6
35078,1,21,3,3,4000,0.0,0.0,0.0,-0.0005075374870724329,0.0,20.5
35079,1,2,0,150,3000,0.19054086070489626,0.23672712765556292,0.19054086070489626,0.08968661076334214,16.7,14.7
35080,0,21,3,720,20000,0.2483456504563693,0.5995589393945369,0.2483456504563693,-0.1218089968973839,0.0,20.5
35081,1,7,1,360,1000,0.2611903392123387,0.2353914976393537,0.2611903392123387,0.04032238634778126,3.1,30.6
35082,0,13,2,2,3000,0.3976922888212917,0.3962697408301041,0.3976922888212917,4.756788598673097e-05,11.15,14.5
35083,1,26,4,3,10000,0.3374173858838496,0.337065125274397,0.3374173858838496,0.0015542644461299829,9.93,26.3
35084,1,4,0,100,20000,0.1749025745605448,0.17089060188180935,0.1749025745605448,0.082635267840553,34.39,31.6
35085,1,20,3,50,1500,0.1513759501860543,0.1529690952752873,0.1513759501860543,0.010582468039370813,19.88,25.1
35087,0,10,1,40,50000,0.12109060050814052,0.12701215729536836,0.12109060050814052,-0.011608365557906846,0.0,30.3
35089,1,5,0,420,400,0.49107182496841495,0.36803872824502004,0.49107182496841495,0.5674224810892264,45.63,12.9
35090,1,19,3,270,10000,0.1401056202781699,0.12931841380069162,0.1401056202781699,0.058736856263834646,15.51,17.6
35091,1,1,0,210,5000,0.2780748926215232,0.19382221171930814,0.2780748926215232,0.1891655396206608,152.72,27.4
35093,0,23,4,40,15000,0.2614270616871128,0.2587612120832371,0.2614270616871128,0.0012591397686890643,5.12,26.9
35095,0,18,3,2,15000,0.1223751432214636,0.12254268489779607,0.1223751432214636,0.00035295970302288006,41.65,25.1
35097,1,27,4,210,50,0.15653617146043344,0.1921703460313674,0.15653617146043344,0.08748756381355163,12.43,27.9
35098,1,8,1,6,50000,0.1411905775646788,0.14180604819105755,0.1411905775646788,-0.0001507489286793942,8.45,28.5
35099,0,8,1,40,25000,0.16162836146675036,0.16419781956383173,0.16162836146675036,-0.001004992857862628,6.04,28.5
35100,1,9,1,240,15000,0.43071033871530934,0.4091925570163048,0.43071033871530934,0.33911469266760763,0.0,31.1
35101,0,17,2,10,1500,0.3609231381293907,0.36080824213882484,0.3609231381293907,0.007186258868664125,9.71,12.0
35102,1,5,0,4,3000,0.3592435707354462,0.35888427516823573,0.3592435707354462,0.005404023629421204,29.85,12.9
35103,0,21,3,120,200,0.2888685101419966,0.2823798058561543,0.2888685101419966,-0.02030149948289732,0.0,20.5
35104,1,13,2,100,400,0.23234741066959413,0.2263568973918013,0.23234741066959413,0.0023783942993365484,10.59,14.5
35106,1,20,3,360,3000,0.16404566448225566,0.141213643777775,0.16404566448225566,0.07619376988346986,23.08,25.1
35107,1,6,1,480,10000,0.24546852823773882,0.21427357588983495,0.24546852823773882,-0.015750464195917063,6.25,29.7
35108,0,1,0,150,4000,0.2809247776360626,0.284195619044403,0.2809247776360626,0.1351182425861863,1116.57,27.4
35109,0,10,1,210,1500,0.1526509950618523,0.1617245449920588,0.1526509950618523,-0.060943919179010944,0.0,30.3
35110,0,16,2,6,200,0.15043026392273195,0.15036223746094357,0.15043026392273195,0.002752121673149135,21.94,22.3
35111,0,26,4,10,100,0.2299631342412164,0.22692741310639314,0.2299631342412164,0.005180881487099943,13.71,26.3
35112,1,19,3,360,400,0.15668125715855846,0.13032813703019297,0.15668125715855846,0.07831580835177952,23.49,17.6
35113,1,13,2,90,200,0.44624587015566386,0.43540965937427567,0.44624587015566386,0.0021405548694028937,4.33,14.5
35114,0,11,1,480,15000,0.190714427956146,0.2980994099233206,0.190714427956146,0.058611062893796514,14.95,16.3
35118,0,11,1,480,20000,0.19858801973760132,0.2975766891053812,0.19858801973760132,0.058611062893796514,14.95,16.3
35119,1,15,2,10,15000,0.22573735288946561,0.22573160272289536,0.22573735288946561,0.00018779659518246956,10.38,12.9
35120,1,13,2,30,300,0.42804440103523866,0.4325071372200801,0.42804440103523866,0.0007135182898009645,4.33,14.5
35121,1,27,4,90,100,0.192782058984709,0.18726704905101946,0.192782058984709,0.037494670205807844,9.94,27.9
35122,1,25,4,50,50,0.251366894360388,0.23518519333392998,0.251366894360388,-0.005410510279385904,14.62,24.8
35124,1,19,3,270,500,0.1327467503550486,0.1539950150552311,0.1327467503550486,0.058736856263834646,18.33,17.6
35125,1,9,1,540,20000,0.3915336210223879,0.3369842231892005,0.3915336210223879,0.7630080585021171,0.0,31.1
35126,1,4,0,300,50,0.24288284655897976,0.32053757927200227,0.24288284655897976,0.24790580352165897,87.52,31.6
35127,0,27,4,3,300,0.2565938417233195,0.2567140814600177,0.2565938417233195,0.0012498223401935947,10.12,27.9
35128,1,5,0,600,15000,0.48395307997144277,0.517975012711075,0.48395307997144277,0.8106035444131806,45.63,12.9
35129,0,16,2,70,5000,0.1508684384500222,0.15341693090952077,0.1508684384500222,0.03210808618673991,25.33,22.3
35130,1,17,2,480,300,0.323256303224046,0.3850706849521723,0.323256303224046,0.344940425695878,9.3,12.0
35131,0,10,1,660,200,0.13757973654994066,0.15172065728567558,0.13757973654994066,-0.19153803170546296,0.0,30.3
35132,1,16,2,600,4000,0.18927383527467126,0.21241721333386576,0.18927383527467126,0.27521216731491355,24.35,22.3
35133,1,7,1,70,10000,0.26260950734583294,0.2507368048059623,0.26260950734583294,0.007840464012068577,3.1,30.6
35134,0,8,1,360,200,0.149084532986072,0.17698985264343509,0.149084532986072,-0.009044935720763652,8.45,28.5
35135,1,19,3,240,3000,0.12838620462691974,0.13094636536821316,0.12838620462691974,0.05221053890118635,15.11,17.6
35136,1,2,0,300,25000,0.2123478910988478,0.28224965745792574,0.2123478910988478,0.17937322152668428,15.14,14.7
35137,0,20,3,330,100,0.11697709332176373,0.15518322014546684,0.11697709332176373,0.06984428905984737,14.54,25.1
35139,1,4,0,360,500,0.27888758218830983,0.18412928204318887,0.27888758218830983,0.2974869642259908,49.53,31.6
35140,1,0,0,30,400,0.23262403827301345,0.20876940873201633,0.23262403827301345,0.020199626882338746,13.14,16.5
35141,0,17,2,120,50,0.4885242146491186,0.5169409263604083,0.4885242146491186,0.0862351064239695,0.0,12.0
35142,1,16,2,2,4000,0.17380137441916182,0.1717411906259379,0.17380137441916182,0.0009173738910497119,23.14,22.3
35143,0,6,1,180,400,0.26624306080576976,0.23590300514754298,0.26624306080576976,-0.005906424073468899,8.66,29.7
35144,0,3,0,60,15000,0.22937067925004112,0.264708461209678,0.22937067925004112,0.03145946826299688,44.9,22.8
35146,1,19,3,90,200,0.12933679817469035,0.13279846067101947,0.12933679817469035,0.01957895208794488,17.15,17.6
35147,1,19,3,600,100,0.1293243497083017,0.15140578406775052,0.1293243497083017,0.13052634725296589,16.68,17.6
35149,1,12,2,2,3000,0.11344919563105153,0.11354010396785819,0.11344919563105153,0.0005316888963446891,12.96,27.3
35150,0,26,4,1,20000,0.26641153174808163,0.26641153174808163,0.26641153174808163,0.0005180881487099944,16.35,26.3
35151,1,0,0,270,1500,0.2818798757482439,0.20680084447502015,0.2818798757482439,0.1817966419410487,11.29,16.5
35152,1,18,3,70,100,0.14328976057001147,0.13779507674930594,0.14328976057001147,0.0123535896058008,21.83,25.1
35153,1,8,1,5,200,0.24910114270920572,0.24854613673415646,0.24910114270920572,-0.0001256241072328285,12.59,28.5
35154,1,1,0,30,25000,0.32290683852025037,0.32420369742179234,0.32290683852025037,0.027023648517237257,0.0,27.4
35156,1,14,2,50,2000,0.17777431303052338,0.18526589845248254,0.17777431303052338,0.01563307979210508,20.44,14.8
35157,0,20,3,5,25000,0.14344809208103032,0.14387227152543594,0.14344809208103032,0.0010582468039370813,21.16,25.1
35158,0,18,3,20,10000,0.12431062270724778,0.12522746315532923,0.12431062270724778,0.0035295970302288,124.04,25.1
35159,1,17,2,80,15000,0.49880060686728556,0.49390715803165797,0.49880060686728556,0.057490070949313,8.94,12.0
35160,0,1,0,7,4000,0.2647364682622608,0.26666468137454813,0.2647364682622608,0.006305517987355361,112.28,27.4
35161,0,1,0,30,4000,0.32941770655156005,0.32287850801359874,0.32941770655156005,0.027023648517237257,0.0,27.4
35162,0,24,4,7,5000,0.2610822611527762,0.2598214625155301,0.2610822611527762,-0.002702793777203126,14.53,30.0
35163,0,10,1,420,20000,0.17456693875836177,0.17500054488548508,0.17456693875836177,-0.12188783835802189,0.0,30.3
35164,1,3,0,80,1500,0.22442739844861326,0.22937067925004112,0.22442739844861326,0.04194595768399584,48.32,22.8
35166,1,22,4,300,5000,0.25628657717506037,0.20073526798893762,0.25628657717506037,0.12101250371573528,9.96,19.8
35167,1,20,3,7,25000,0.15187816723009712,0.15308273177690793,0.15187816723009712,0.001481545525511914,19.88,25.1
35168,1,5,0,5,5000,0.21698235594082385,0.21852540666831016,0.21698235594082385,0.006755029536776504,18.37,12.9
35169,0,5,0,300,2000,0.42591265447960036,0.5242158870468433,0.42591265447960036,0.4053017722065903,37.17,12.9
35170,0,27,4,20,300,0.1967782760222589,0.1942657328401244,0.1967782760222589,0.008332148934623964,12.09,27.9
35171,0,9,1,330,10000,0.41604219442197093,0.5877919726554853,0.41604219442197093,0.46628270241796044,0.0,31.1
35173,1,20,3,480,20000,0.12105458952092285,0.1659412305941544,0.12105458952092285,0.10159169317795981,21.82,25.1
35174,1,6,1,150,2000,0.18572447494773323,0.21637710539380522,0.18572447494773323,-0.004922020061224082,7.1,29.7
35175,1,10,1,240,100,0.18049121604875934,0.12354146820923188,0.18049121604875934,-0.06965019334744108,0.0,30.3
35176,0,11,1,420,15000,0.323121386227954,0.27144467843395487,0.323121386227954,0.051284680032071955,15.39,16.3
35177,0,14,2,120,300,0.19291295450867976,0.20508216429128343,0.19291295450867976,0.03751939150105219,0.0,14.8
35178,0,1,0,210,15000,0.26432726223688735,0.3401541639196695,0.26432726223688735,0.1891655396206608,182.28,27.4
35179,1,17,2,2,15000,0.5364664168098636,0.5156371363331911,0.5364664168098636,0.001437251773732825,12.51,12.0
35180,1,18,3,6,50,0.14854665377861243,0.14826416846063573,0.14854665377861243,0.00105887910906864,23.9,25.1
35181,1,9,1,720,300,0.399309198049309,0.3546204796216302,0.399309198049309,1.017344078002823,0.0,31.1
35182,0,27,4,5,3000,0.1788661322126714,0.1793239042943698,0.1788661322126714,0.002083037233655991,12.33,27.9
35183,1,19,3,100,15000,0.1427091569506824,0.13376562815877557,0.1427091569506824,0.021754391208827644,15.65,17.6
35184,1,7,1,2,20000,0.25700640282368054,0.25728172171654384,0.25700640282368054,0.00022401325748767364,5.08,30.6
35185,1,2,0,60,1000,0.14408052959737536,0.1470858682696937,0.14408052959737536,0.03587464430533686,24.24,14.7
35186,0,13,2,3,2000,0.22130437537075498,0.22166140334602194,0.22130437537075498,7.135182898009644e-05,10.21,14.5
35187,1,22,4,300,15000,0.24478566300209623,0.13727054041696252,0.24478566300209623,0.12101250371573528,12.32,19.8
35188,1,4,0,180,1500,0.26881206426475635,0.3142643039693164,0.26881206426475635,0.1487434821129954,81.77,31.6
35189,1,12,2,6,100,0.24597332004593042,0.246248265405714,0.24597332004593042,0.001595066689034067,48.88,27.3
35190,0,20,3,360,2000,0.13603627018618422,0.12401882272124945,0.13603627018618422,0.07619376988346986,14.74,25.1
35192,0,7,1,60,400,0.24490596222166278,0.24133976756996306,0.24490596222166278,0.0067203977246302095,4.73,30.6
35193,1,18,3,240,25000,0.13351600815843903,0.14878102453366704,0.13351600815843903,0.042355164362745605,18.45,25.1
35194,1,18,3,7,100,0.15753998147361872,0.15845890268468363,0.15753998147361872,0.0012353589605800803,17.34,25.1
35195,0,12,2,20,300,0.12005399067865166,0.11783551088122755,0.12005399067865166,0.0053168889634468905,14.01,27.3
35196,0,5,0,1,4000,0.4259549228365185,0.42650678641912665,0.4259549228365185,0.001351005907355301,36.79,12.9
35197,0,18,3,60,3000,0.11136978828265033,0.1011778871240125,0.11136978828265033,0.010588791090686401,41.65,25.1
35198,1,4,0,40,50000,0.3167575490275742,0.31180032112611594,0.3167575490275742,0.0330541071362212,54.94,31.6
35199,1,15,2,210,1000,0.40359723294924604,0.4229187545040105,0.40359723294924604,0.003943728498831861,11.1,12.9
35200,1,25,4,7,2000,0.0,0.0,0.0,-0.0007574714391140266,0.0,24.8
35201,0,25,4,6,1500,0.17847427057488796,0.17897477615682836,0.17847427057488796,-0.0006492612335263085,43.55,24.8
35202,0,0,0,40,15000,0.21131134977844104,0.2175644879423253,0.21131134977844104,0.026932835843118327,14.06,16.5
35204,0,6,1,3,400,0.213765305029339,0.2137169150545698,0.213765305029339,-9.844040122448164e-05,12.17,29.7
35205,1,6,1,150,200,0.21142655056543444,0.21883628412528158,0.21142655056543444,-0.004922020061224082,15.5,29.7
35207,0,25,4,180,500,0.0,0.2253168345160037,0.0,-0.019477837005789256,0.0,24.8
35208,0,6,1,7,300,0.19692572867043007,0.19617743457752954,0.19692572867043007,-0.00022969426952379053,9.24,29.7
35209,0,15,2,720,20000,0.21282139742811393,0.31061505501585385,0.21282139742811393,0.013521354853137808,10.21,12.9
35210,1,15,2,4,2000,0.22573160272289536,0.22560877099485596,0.22573160272289536,7.511863807298782e-05,10.38,12.9
35212,0,24,4,10,2000,0.2313790020961673,0.23372411678958774,0.2313790020961673,-0.0038611339674330366,0.0,30.0
35213,0,8,1,10,400,0.16580046416518,0.17541131727624018,0.16580046416518,-0.000251248214465657,8.72,28.5
35214,1,25,4,10,50,0.0,0.0,0.0,-0.0010821020558771809,0.0,24.8
35215,1,17,2,5,1500,0.49870268066126466,0.4990548543892218,0.49870268066126466,0.0035931294343320625,8.94,12.0
35216,1,21,3,4,1000,0.30010776652230403,0.2999833387034525,0.30010776652230403,-0.0006767166494299106,0.0,20.5
35217,1,7,1,360,300,0.2403166530809421,0.2348729677259501,0.2403166530809421,0.04032238634778126,3.15,30.6
35218,1,15,2,80,10000,0.34392325265467316,0.33914697399794086,0.34392325265467316,0.0015023727614597564,10.64,12.9
35219,1,13,2,50,2000,0.23130121332074344,0.22697268331869583,0.23130121332074344,0.0011891971496682742,9.32,14.5
35220,0,11,1,90,1000,0.2280237112438659,0.26020722346210634,0.2280237112438659,0.010989574292586847,15.58,16.3
35221,1,10,1,7,4000,0.17953369310453385,0.17768058410929755,0.17953369310453385,-0.0020314639726336983,0.0,30.3
35222,0,11,1,180,4000,0.23642771309885569,0.27144467843395487,0.23642771309885569,0.021979148585173695,15.58,16.3
35223,1,23,4,2,500,0.2603559120168083,0.2614270616871128,0.2603559120168083,6.295698843445322e-05,5.12,26.9
35224,1,11,1,10,300,0.2754386019415282,0.27453173830543626,0.2754386019415282,0.0012210638102874275,13.32,16.3
35225,1,7,1,6,200,0.24570455195675087,0.2468724096165179,0.24570455195675087,0.0006720397724630209,3.15,30.6
35226,1,17,2,30,3000,0.3547604334436514,0.37621253885245654,0.3547604334436514,0.021558776605992376,10.47,12.0
35227,0,0,0,120,1000,0.1734941501345249,0.20597593043919357,0.1734941501345249,0.08079850752935498,16.06,16.5
35228,1,2,0,330,100,0.22237405398660637,0.26071955441364886,0.22237405398660637,0.19731054367935272,45.35,14.7
35229,0,11,1,90,20000,0.31319724731324616,0.31489916006979907,0.31319724731324616,0.010989574292586847,12.02,16.3
35230,0,18,3,3,15000,0.09184668677588671,0.09310976850497879,0.09184668677588671,0.00052943955453432,153.93,25.1
35231,1,20,3,90,1000,0.16442121073996085,0.13327487232850943,0.16442121073996085,0.019048442470867465,17.44,25.1
35232,1,13,2,3,300,0.2243163248006231,0.2229584151675654,0.2243163248006231,7.135182898009644e-05,10.5,14.5
35233,1,1,0,120,500,0.18649779117218665,0.19451909975280715,0.18649779117218665,0.10809459406894903,166.64,27.4
35234,1,14,2,60,20000,0.2953192778198307,0.3040668774374432,0.2953192778198307,0.018759695750526096,12.91,14.8
35235,0,11,1,80,4000,0.22836157097741067,0.21535676530679554,0.22836157097741067,0.00976851048229942,14.11,16.3
35236,1,16,2,60,25000,0.1697642020491086,0.18061611680646722,0.1697642020491086,0.02752121673149135,29.45,22.3
35238,1,19,3,1,400,0.15182779785313127,0.15226829044748813,0.15182779785313127,0.00021754391208827646,25.45,17.6
35239,0,6,1,540,20000,0.2422900938963762,0.20204842195459286,0.2422900938963762,-0.017719272220406698,6.5,29.7
35240,0,1,0,3,50000,0.2652963138729162,0.26502456549267794,0.2652963138729162,0.0027023648517237255,182.28,27.4
35241,1,4,0,50,50000,0.47204274060854406,0.3972363229818728,0.47204274060854406,0.0413176339202765,73.14,31.6
35242,1,2,0,90,50000,0.2646276231386129,0.24829696961651537,0.2646276231386129,0.05381196645800528,13.42,14.7
35243,1,6,1,90,10000,0.262357256286339,0.2565703216810919,0.262357256286339,-0.0029532120367344494,5.36,29.7
35244,1,1,0,270,25000,0.34666944779359604,0.2312753782616755,0.34666944779359604,0.24321283665513532,244.3,27.4
35245,1,19,3,80,25000,0.15277919515738736,0.15514871732803204,0.15277919515738736,0.017403512967062117,23.98,17.6
35247,1,15,2,720,20000,0.43238578478893996,0.36100459303258486,0.43238578478893996,0.013521354853137808,10.64,12.9
35248,0,3,0,15,3000,0.23086662808360717,0.23128506116765227,0.23086662808360717,0.00786486706574922,0.0,22.8
35249,1,8,1,720,10000,0.26894349162047665,0.16068705817874057,0.26894349162047665,-0.018089871441527305,15.38,28.5
